Date,Wh
1993-1,1.246717155
1993-2,1.656081378
1993-3,0.991063923
1993-4,2.176583171
1993-5,1.996666729
1993-6,1.974246283
1993-7,1.23823756
1993-8,1.567896555
1993-9,1.1986606
1993-10,1.125377459
1993-11,1.05265522
1993-12,1.66086695
1994-1,1.329741687
1994-2,1.435725737
1994-3,1.906962386
1994-4,2.200620294
1994-5,1.595294356
1994-6,1.76407975
1994-7,2.051585039
1994-8,1.899236977
1994-9,1.215859726
1994-10,1.374052634
1994-11,0.757184029
1994-12,1.153817262
1995-1,1.225581139
1995-2,0.751392615
1995-3,1.35475714
1995-4,1.157751083
1995-5,1.468855485
1995-6,1.653992116
1995-7,1.180131231
1995-8,2.784620378
1995-9,1.351332622
1995-10,1.434574862
1995-11,0.917573222
1995-12,1.261280268
1996-1,1.041346639
1996-2,0.995282897
1996-3,2.171539217
1996-4,1.187028633
1996-5,1.62414676
1996-6,1.807537958
1996-7,1.052465876
1996-8,1.591326604
1996-9,1.366745383
1996-10,1.37360612
1996-11,0.974889636
1996-12,1.448352979
1997-1,1.781943909
1997-2,1.614069819
1997-3,2.254188962
1997-4,1.984185405
1997-5,1.34795825
1997-6,1.98657136
1997-7,2.097508682
1997-8,2.02594517
1997-9,1.139036715
1997-10,1.333264674
1997-11,0.840186074
1997-12,0.933163515
1998-1,2.839572807
1998-2,0.975693027
1998-3,1.457564526
1998-4,1.569812877
1998-5,1.453018785
1998-6,1.445594557
1998-7,1.874279402
1998-8,1.729655594
1998-9,1.7565349
1998-10,1.15361125
1998-11,1.261737607
1998-12,1.158683462
1999-1,1.564574271
1999-2,1.071724551
1999-3,1.488804303
1999-4,1.878374898
1999-5,2.330004603
1999-6,1.506955359
1999-7,1.676873961
1999-8,1.937696084
1999-9,1.351477614
1999-10,1.057084653
1999-11,1.712169332
1999-12,1.627560207
2000-1,1.01648281
2000-2,2.116018765
2000-3,1.838198915
2000-4,1.765664952
2000-5,2.1565753
2000-6,2.409725845
2000-7,1.162175894
2000-8,1.333287219
2000-9,1.326439997
2000-10,1.179714541
2000-11,1.225384295
2000-12,1.441132532
2001-1,1.254989942
2001-2,1.669453348
2001-3,1.001095619
2001-4,1.966262438
2001-5,1.030461997
2001-6,1.965330415
2001-7,1.415491581
2001-8,1.091484182
2001-9,1.232639891
2001-10,0.779614389
2001-11,1.139887989
2001-12,0.910193585
2002-1,0.98458851
2002-2,1.226344595
2002-3,1.416310999
2002-4,1.744114127
2002-5,1.78782577
2002-6,1.675099231
2002-7,1.680339891
2002-8,1.635900685
2002-9,1.373795438
2002-10,0.71374927
2002-11,1.546530326
2002-12,0.591537702
2003-1,1.314410043
2003-2,0.969535629
2003-3,1.292180677
2003-4,1.114224422
2003-5,1.529670084
2003-6,1.70501647
2003-7,2.553056812
2003-8,1.440686186
2003-9,1.056683064
2003-10,1.009089321
2003-11,1.490825872
2003-12,1.140818238
2004-1,1.092065775
2004-2,1.262981042
2004-3,1.214287698
2004-4,2.27704246
2004-5,0.994641721
2004-6,1.946672869
2004-7,1.365580034
2004-8,1.054653406
2004-9,1.999533534
2004-10,0.618778819
2004-11,1.175300324
2004-12,0.576423353
2005-1,1.467183391
2005-2,1.174452323
2005-3,1.322860142
2005-4,1.843452382
2005-5,0.878804296
2005-6,1.474947417
2005-7,1.647412618
2005-8,1.311866724
2005-9,1.261532438
2005-10,0.830236773
2005-11,0.800339901
2005-12,0.86611113
2006-1,1.045338833
2006-2,1.592912138
2006-3,2.213346827
2006-4,1.693465829
2006-5,1.737657219
2006-6,1.986060739
2006-7,1.542983383
2006-8,1.653600156
2006-9,1.711712539
2006-10,1.610079467
2006-11,0.928191572
2006-12,1.165899479
2007-1,1.280063367
2007-2,2.403283954
2007-3,1.16383333
2007-4,1.714777827
2007-5,1.720771968
2007-6,1.44238618
2007-7,1.369390935
2007-8,1.471855462
2007-9,1.170836419
2007-10,0.783450067
2007-11,1.918163687
2007-12,0.890970618
2008-1,1.809953272
2008-2,1.140221253
2008-3,2.593016386
2008-4,1.77398774
2008-5,1.74666698
2008-6,1.952213089
2008-7,1.38463475
2008-8,1.440702731
2008-9,1.451434129
2008-10,1.550696542
2008-11,0.699349255
2008-12,0.906375198
2009-1,1.421325409
2009-2,1.144338368
2009-3,1.623571648
2009-4,1.33019555
2009-5,1.545852655
2009-6,1.247395492
2009-7,1.535573107
2009-8,1.457997477
2009-9,0.905030605
2009-10,1.471487622
2009-11,1.20830063
2009-12,1.1358285
2010-1,1.245411323
2010-2,0.782228346
2010-3,1.881287792
2010-4,1.490080474
2010-5,1.18717996
2010-6,1.939212605
2010-7,2.185677884
2010-8,1.468395367
